first_name,last_name,full_name,position,committee,date,work_place,role,raw_line 
אייל,פרובלר,אייל פרובלר,התאחדות התעשיינים בישראל,3,2016-11-28,,,אייל פרובלר - התאחדות התעשיינים בישראל
גרישה,דייטש,גרישה דייטש,התאחדות התעשיינים בישראל,3,2016-11-28,,,גרישה דייטש - התאחדות התעשיינים בישראל
חמוטל,בן יעקב,חמוטל בן יעקב,"מהנדסת, אגף טכני, התאחדות בוני הארץ",3,2016-11-28,"אגף טכני, התאחדות בוני הארץ",מהנדסת,"חמוטל בן יעקב - מהנדסת, אגף טכני, התאחדות בוני הארץ"
שמעון,בויקו,שמעון בויקו,"מנכ""ל, סיסטם מעבדות מתקדמות בע""מ",3,2016-11-28,"סיסטם מעבדות מתקדמות בע""מ","מנכ""ל","שמעון בויקו - מנכ""ל, סיסטם מעבדות מתקדמות בע""מ"
אילן,בר,אילן בר,"סמנכ""ל שיווק ומכירות, חרמון מעבדות בע""מ",3,2016-11-28,"חרמון מעבדות בע""מ","סמנכ""ל שיווק ומכירות","אילן בר - סמנכ""ל שיווק ומכירות, חרמון מעבדות בע""מ"
אופיר,גמליאל,אופיר גמליאל,"מנכ""ל מעבדות ITL",3,2016-11-28,,,"אופיר גמליאל - מנכ""ל מעבדות ITL"
יאשה,יורבורסקי,יאשה יורבורסקי,"הממונה על ענייני הנפט, משרד התשתיות הלאומיות, האנרגיה והמים",3,2016-11-24,"משרד התשתיות הלאומיות, האנרגיה והמים",הממונה על ענייני הנפט,"יאשה יורבורסקי - הממונה על ענייני הנפט, משרד התשתיות הלאומיות, האנרגיה והמים"
צחי,בר ציון,צחי בר ציון,"עו""ד, ייעוץ משפטי, משרד התשתיות הלאומיות, האנרגיה והמים",3,2016-11-24,"ייעוץ משפטי, משרד התשתיות הלאומיות, האנרגיה והמים","עו""ד","צחי בר ציון - עו""ד, ייעוץ משפטי, משרד התשתיות הלאומיות, האנרגיה והמים"
חיים,מלמד,חיים מלמד,"רשות הגז הטבעי, משרד התשתיות הלאומיות, האנרגיה והמים",3,2016-11-24,"משרד התשתיות הלאומיות, האנרגיה והמים",רשות הגז הטבעי,"חיים מלמד - רשות הגז הטבעי, משרד התשתיות הלאומיות, האנרגיה והמים"
עדי,חכמון,עדי חכמון,"רכזת אנרגיה, אגף התקציבים, משרד האוצר",3,2016-11-24,"אגף התקציבים, משרד האוצר",רכזת אנרגיה,"עדי חכמון - רכזת אנרגיה, אגף התקציבים, משרד האוצר"
אמיר,רשף,אמיר רשף,"אגף התקציבים, משרד האוצר",3,2016-11-24,משרד האוצר,אגף התקציבים,"אמיר רשף - אגף התקציבים, משרד האוצר"
עפרי,גופר,עפרי גופר,"עו""ד, הלשכה המשפטית, משרד האוצר",3,2016-11-24,"הלשכה המשפטית, משרד האוצר","עו""ד","עפרי גופר - עו""ד, הלשכה המשפטית, משרד האוצר"
יערה,למברגר,יערה למברגר,"עו""ד, משרד המשפטים",3,2016-11-24,משרד המשפטים,"עו""ד","יערה למברגר - עו""ד, משרד המשפטים"
אילן,לנדסמן,אילן לנדסמן,"סמנכ""ל הסמכה, הרשות להסמכת מעבדות",3,2016-11-24,הרשות להסמכת מעבדות,"סמנכ""ל הסמכה","אילן לנדסמן - סמנכ""ל הסמכה, הרשות להסמכת מעבדות"
נתנאל,היימן,נתנאל היימן,"מנהל אנרגיה ותשתיות, התאחדות התעשיינים",3,2016-11-24,התאחדות התעשיינים,מנהל אנרגיה ותשתיות,"נתנאל היימן - מנהל אנרגיה ותשתיות, התאחדות התעשיינים"
יותם,אדמי,יותם אדמי,"עו""ד, יועץ משפטי, סופרגז",3,2016-11-24,"יועץ משפטי, סופרגז","עו""ד","יותם אדמי - עו""ד, יועץ משפטי, סופרגז"
יצחק,טל,יצחק טל,"מנהל תחום גז טבעי, אמישראגז",3,2016-11-24,אמישראגז,מנהל תחום גז טבעי,"יצחק טל - מנהל תחום גז טבעי, אמישראגז"
בוריס,סגלין,בוריס סגלין,"מהנדס, דור אלון טכנולוגיות גז",3,2016-11-24,דור אלון טכנולוגיות גז,מהנדס,"בוריס סגלין - מהנדס, דור אלון טכנולוגיות גז"
אילן,מירון,אילן מירון,"סמנכ""ל הנדסה ופיתוח, פזגז",3,2016-11-24,פזגז,"סמנכ""ל הנדסה ופיתוח","אילן מירון - סמנכ""ל הנדסה ופיתוח, פזגז"
ברוך,פוקס,ברוך פוקס,"מנהל טכני, תחום הגז הטבעי, פזגז",3,2016-11-24,"תחום הגז הטבעי, פזגז",מנהל טכני,"ברוך פוקס - מנהל טכני, תחום הגז הטבעי, פזגז"
חן,יחיאל בר יוסף,חן יחיאל בר יוסף,"מנהל מינהל הדלק והגז, משרד התשתיות הלאומיות, האנרגיה והמים",3,2016-12-05,"משרד התשתיות הלאומיות, האנרגיה והמים",מנהל מינהל הדלק והגז,"מנהל מינהל הדלק והגז, משרד התשתיות הלאומיות, האנרגיה והמים  - חן יחיאל בר יוסף"
נחום,צבי יהושע,נחום צבי יהושע,"כלכלן ראשי, מינהל הדלק והגז, משרד התשתיות הלאומיות, האנרגיה והמים",3,2016-12-05,"מינהל הדלק והגז, משרד התשתיות הלאומיות, האנרגיה והמים",כלכלן ראשי,"כלכלן ראשי, מינהל הדלק והגז, משרד התשתיות הלאומיות, האנרגיה והמים  - נחום צבי יהושע"
עפרי,גופר,עפרי גופר,"הלשכה המשפטית, משרד האוצר",3,2016-12-05,משרד האוצר,הלשכה המשפטית,"הלשכה המשפטית, משרד האוצר  - עפרי גופר"
עדי,חכמון,עדי חכמון,"רכזת אנרגיה, אגף התקציבים, משרד האוצר",3,2016-12-05,"אגף התקציבים, משרד האוצר",רכזת אנרגיה,"רכזת אנרגיה, אגף התקציבים, משרד האוצר  - עדי חכמון"
שניר,ניב,שניר ניב,"רפרנט אנרגיה, אגף התקציבים, משרד האוצר",3,2016-12-05,"אגף התקציבים, משרד האוצר",רפרנט אנרגיה,"רפרנט אנרגיה, אגף התקציבים, משרד האוצר  - שניר ניב"
שלומית,גרינפילד גילת,שלומית גרינפילד גילת,משרד המשפטים,3,2016-12-05,,,משרד המשפטים  - שלומית גרינפילד גילת
כרמית,יוליס,כרמית יוליס,"מרכזת תחום נדל""ן, ייעוץ וחקיקה (אזרחי), משרד המשפטים",3,2016-12-05,"ייעוץ וחקיקה (אזרחי), משרד המשפטים","מרכזת תחום נדל""ן","מרכזת תחום נדל""ן, ייעוץ וחקיקה (אזרחי), משרד המשפטים  - כרמית יוליס"
יערה,למברגר קינר,יערה למברגר קינר,"מחלקת ייעוץ וחקיקה, משרד המשפטים",3,2016-12-05,משרד המשפטים,מחלקת ייעוץ וחקיקה,"מחלקת ייעוץ וחקיקה, משרד המשפטים  - יערה למברגר קינר"
אוריאל,סיטרואן,אוריאל סיטרואן,"כלכלן, רשות ההגבלים העסקיים",3,2016-12-05,רשות ההגבלים העסקיים,כלכלן,"כלכלן, רשות ההגבלים העסקיים - אוריאל סיטרואן"
אמיר,ארז,אמיר ארז,"מנכ""ל פזגז, חברות הגז",3,2016-12-05,חברות הגז,"מנכ""ל פזגז","מנכ""ל פזגז, חברות הגז  - אמיר ארז"
דוד,בן יהודה,דוד בן יהודה,"מנכ""ל ישראגז אופק בע""מ, חברות הגז",3,2016-12-05,חברות הגז,"מנכ""ל ישראגז אופק בע""מ","מנכ""ל ישראגז אופק בע""מ, חברות הגז  - דוד בן יהודה"
עידן,בן ארי,עידן בן ארי,"מנכ""ל אמישראגז, חברות הגז",3,2016-12-05,חברות הגז,"מנכ""ל אמישראגז","מנכ""ל אמישראגז, חברות הגז  - עידן בן ארי"
חגית,הלר קוצר,חגית הלר קוצר,"יועצת משפטית, אמישראגז, חברות הגז",3,2016-12-05,"אמישראגז, חברות הגז",יועצת משפטית,"יועצת משפטית, אמישראגז, חברות הגז  - חגית הלר קוצר"
רון,קיסרי,רון קיסרי,"סמנכ""ל סחר, סופרגז, חברות הגז",3,2016-12-05,"סופרגז, חברות הגז","סמנכ""ל סחר","סמנכ""ל סחר, סופרגז, חברות הגז - רון קיסרי"
יותם,אדמי,יותם אדמי,"יועץ משפטי, סופרגז, חברות הגז",3,2016-12-05,"סופרגז, חברות הגז",יועץ משפטי,"יועץ משפטי, סופרגז, חברות הגז  - יותם אדמי"
יעקב,שטרית,יעקב שטרית,"סופרגז, חברות הגז",3,2016-12-05,חברות הגז,סופרגז,"סופרגז, חברות הגז - יעקב שטרית"
שי,עזרא,שי עזרא,"מנכ""ל דור אלון טכנולוגיות גז בע""מ, חברות הגז",3,2016-12-05,חברות הגז,"מנכ""ל דור אלון טכנולוגיות גז בע""מ","מנכ""ל דור אלון טכנולוגיות גז בע""מ, חברות הגז  - שי עזרא"
אלה,פרטוש,אלה פרטוש,"יועמ""ש, מרכז הגז, חברות הגז",3,2016-12-05,"מרכז הגז, חברות הגז","יועמ""ש","יועמ""ש, מרכז הגז, חברות הגז  - אלה פרטוש"
מירי,שאול,מירי שאול,"סמנכ""ל רגולציה, פז, בתי זיקוק לנפט, אשדוד",3,2016-12-05,"פז, בתי זיקוק לנפט, אשדוד","סמנכ""ל רגולציה","סמנכ""ל רגולציה, פז, בתי זיקוק לנפט, אשדוד  - מירי שאול"
רן,מלמד,רן מלמד,"סמנכ""ל, עמותת ידיד",3,2016-12-05,עמותת ידיד,"סמנכ""ל","סמנכ""ל, עמותת ידיד  - רן מלמד"
אנאו,אורבך,אנאו אורבך,"מנהל הנדסה, פנה לוועדה בנושא",3,2016-12-05,פנה לוועדה בנושא,מנהל הנדסה,"מנהל הנדסה, פנה לוועדה בנושא  - אנאו אורבך"
ליאור,שובכר פרי,ליאור שובכר פרי,"שדלן/ית (גורן עמיר יועצים בע""מ), מייצג/ת את דורגז",3,2016-12-05,מייצג/ת את דורגז,"שדלן/ית (גורן עמיר יועצים בע""מ)","שדלן/ית (גורן עמיר יועצים בע""מ), מייצג/ת את דורגז  - ליאור שובכר פרי"
שולמית,אשבול,שולמית אשבול,שדלן/ית,3,2016-12-05,,,שדלן/ית - שולמית אשבול
שלמה,פילבר,שלמה פילבר,"מנכ""ל משרד התקשורת",3,2016-12-04,,,"שלמה פילבר - מנכ""ל משרד התקשורת"
תמר,ארז,תמר ארז,"ראש ענף רגולציה, אגף כלכלה, משרד התקשורת",3,2016-12-04,"אגף כלכלה, משרד התקשורת",ראש ענף רגולציה,"תמר ארז - ראש ענף רגולציה, אגף כלכלה, משרד התקשורת"
עדי,קופלוביץ,עדי קופלוביץ,"מנהל תחום בכיר רגולציה ומחקר בינלאומי, משרד התקשורת",3,2016-12-04,משרד התקשורת,מנהל תחום בכיר רגולציה ומחקר בינלאומי,"עדי קופלוביץ - מנהל תחום בכיר רגולציה ומחקר בינלאומי, משרד התקשורת"
מימון,מילה,מימון מילה,"סמנכ""ל בכיר פיקוח ואכיפה, משרד התקשורת",3,2016-12-04,משרד התקשורת,"סמנכ""ל בכיר פיקוח ואכיפה","מימון מילה - סמנכ""ל בכיר פיקוח ואכיפה, משרד התקשורת"
יעל,מלם,יעל מלם,"לשכה משפטית, משרד התקשורת",3,2016-12-04,משרד התקשורת,לשכה משפטית,"יעל מלם - לשכה משפטית, משרד התקשורת"
אלידור,בליטנר,אלידור בליטנר,"עוזרת ראשית ייעוץ וחקיקה, משרד המשפטים",3,2016-12-04,משרד המשפטים,עוזרת ראשית ייעוץ וחקיקה,"אלידור בליטנר - עוזרת ראשית ייעוץ וחקיקה, משרד המשפטים"
דוד,פרוינד,דוד פרוינד,משרד המשפטים,3,2016-12-04,,,דוד פרוינד - משרד המשפטים
שירה,גרינברג,שירה גרינברג,"סגנית הממונה על התקציבים, משרד האוצר",3,2016-12-04,משרד האוצר,סגנית הממונה על התקציבים,"שירה גרינברג - סגנית הממונה על התקציבים, משרד האוצר"
אסתי,פלדמן,אסתי פלדמן,"הלשכה המשפטית, משרד האוצר",3,2016-12-04,משרד האוצר,הלשכה המשפטית,"אסתי פלדמן - הלשכה המשפטית, משרד האוצר"
ברוך,לוברט,ברוך לוברט,"סגן בכיר ליועץ המשפטי, משרד האוצר",3,2016-12-04,משרד האוצר,סגן בכיר ליועץ המשפטי,"ברוך לוברט - סגן בכיר ליועץ המשפטי, משרד האוצר"
אסף,וסרצוג,אסף וסרצוג,"רכז תקשורת ותיירות באגף תקציבים, משרד האוצר",3,2016-12-04,משרד האוצר,רכז תקשורת ותיירות באגף תקציבים,"אסף וסרצוג - רכז תקשורת ותיירות באגף תקציבים, משרד האוצר"
עמרי,בן חורין,עמרי בן חורין,"רפרנט תקשורת ותיירות באגף תקציבים, משרד האוצר",3,2016-12-04,משרד האוצר,רפרנט תקשורת ותיירות באגף תקציבים,"עמרי בן חורין - רפרנט תקשורת ותיירות באגף תקציבים, משרד האוצר"
בנימין,ארביב,בנימין ארביב,"הלשכה המשפטית, מינהל התכנון",3,2016-12-04,מינהל התכנון,הלשכה המשפטית,"בנימין ארביב - הלשכה המשפטית, מינהל התכנון"
רותם,הורוביץ,רותם הורוביץ,"כלכלנית, רשות ההגבלים העסקיים",3,2016-12-04,רשות ההגבלים העסקיים,כלכלנית,"רותם הורוביץ - כלכלנית, רשות ההגבלים העסקיים"
טל,פניני,טל פניני,"סגנית כלכלן ראשי, רשות ההגבלים העסקיים",3,2016-12-04,רשות ההגבלים העסקיים,סגנית כלכלן ראשי,"טל פניני - סגנית כלכלן ראשי, רשות ההגבלים העסקיים"
צחי,ברקוביץ',צחי ברקוביץ',רשות ההגבלים העסקיים,3,2016-12-04,,,צחי ברקוביץ' - רשות ההגבלים העסקיים
איילת,כהן מעגן,איילת כהן מעגן,חברת בזק,3,2016-12-04,,,איילת כהן מעגן - חברת בזק
שרון,פליישר בן יהודה,שרון פליישר בן יהודה,"סמנכ""ל רגולציה, חברת בזק",3,2016-12-04,חברת בזק,"סמנכ""ל רגולציה","שרון פליישר בן יהודה - סמנכ""ל רגולציה, חברת בזק"
מיכל,פליישר,מיכל פליישר,"סמנכ""ל רגולציה, חברת הוט",3,2016-12-04,חברת הוט,"סמנכ""ל רגולציה","מיכל פליישר - סמנכ""ל רגולציה, חברת הוט"
מיכל,ריבלין,מיכל ריבלין,"מנהלת אגף תוכן ערוצים ורגולציה, חברת הוט",3,2016-12-04,חברת הוט,מנהלת אגף תוכן ערוצים ורגולציה,"מיכל ריבלין - מנהלת אגף תוכן ערוצים ורגולציה, חברת הוט"
קרן,יהב,קרן יהב,"מנהלת רגולציה, חברת הוט",3,2016-12-04,חברת הוט,מנהלת רגולציה,"קרן יהב - מנהלת רגולציה, חברת הוט"
נח,הקר,נח הקר,"סמנכ""ל כלכלה ורגולציה, פרטנר תקשורת, חברות טלפונים סלולריים",3,2016-12-04,"פרטנר תקשורת, חברות טלפונים סלולריים","סמנכ""ל כלכלה ורגולציה","נח הקר - סמנכ""ל כלכלה ורגולציה, פרטנר תקשורת, חברות טלפונים סלולריים"
ניר,יוגב,ניר יוגב,"מנהל מחלקת קשרי ממשל, סלקום, חברות טלפונים סלולריים",3,2016-12-04,"סלקום, חברות טלפונים סלולריים",מנהל מחלקת קשרי ממשל,"ניר יוגב - מנהל מחלקת קשרי ממשל, סלקום, חברות טלפונים סלולריים"
יהב,דרורי,יהב דרורי,"מנהל אגף רגולציה, פרטנר תקשורת, חברות טלפונים סלולריים",3,2016-12-04,"פרטנר תקשורת, חברות טלפונים סלולריים",מנהל אגף רגולציה,"יהב דרורי - מנהל אגף רגולציה, פרטנר תקשורת, חברות טלפונים סלולריים"
קרן,ריפ,קרן ריפ,"יועצת משפטית, חברת החשמל",3,2016-12-04,חברת החשמל,יועצת משפטית,"קרן ריפ - יועצת משפטית, חברת החשמל"
גיל,משעניה,גיל משעניה,"עוזר ליו""ר הדירקטוריון, חברת החשמל",3,2016-12-04,חברת החשמל,"עוזר ליו""ר הדירקטוריון","גיל משעניה - עוזר ליו""ר הדירקטוריון, חברת החשמל"
נאוה,טרינצ'ר,נאוה טרינצ'ר,"מנהלת אגף תקשורת רחבת פס, חברת החשמל",3,2016-12-04,חברת החשמל,מנהלת אגף תקשורת רחבת פס,"נאוה טרינצ'ר - מנהלת אגף תקשורת רחבת פס, חברת החשמל"
עינב,חשאי,עינב חשאי,"מנהל רגולציה וקשרי ממשל, חברת החשמל",3,2016-12-04,חברת החשמל,מנהל רגולציה וקשרי ממשל,"עינב חשאי - מנהל רגולציה וקשרי ממשל, חברת החשמל"
אורן,הלמן,אורן הלמן,"סמנכ""ל רגולציה קשרי ממשל ותקשורת, חברת החשמל",3,2016-12-04,חברת החשמל,"סמנכ""ל רגולציה קשרי ממשל ותקשורת","אורן הלמן - סמנכ""ל רגולציה קשרי ממשל ותקשורת, חברת החשמל"
דורון,כהן,דורון כהן,"יו""ר דירקטוריון, חברת איי.ב.סי",3,2016-12-04,חברת איי.ב.סי,"יו""ר דירקטוריון","דורון כהן - יו""ר דירקטוריון, חברת איי.ב.סי"
ליפא,אוגמן,ליפא אוגמן,"סמנכ""ל הנדסה, חברת איי.ב.סי",3,2016-12-04,חברת איי.ב.סי,"סמנכ""ל הנדסה","ליפא אוגמן - סמנכ""ל הנדסה, חברת איי.ב.סי"
נועם,רוף,נועם רוף,"עוזרת יו""ר הדירקטוריון, חברת איי.ב.סי",3,2016-12-04,חברת איי.ב.סי,"עוזרת יו""ר הדירקטוריון","נועם רוף - עוזרת יו""ר הדירקטוריון, חברת איי.ב.סי"
שרית,הכט,שרית הכט,"סמנכ""ל יועמ""ש, שידורי קשת",3,2016-12-04,שידורי קשת,"סמנכ""ל יועמ""ש","שרית הכט - סמנכ""ל יועמ""ש, שידורי קשת"
איתמר,מילרד,איתמר מילרד,"רכז מחקר ומידע, עובדי הכנסת",3,2016-12-04,עובדי הכנסת,רכז מחקר ומידע,"איתמר מילרד - רכז מחקר ומידע, עובדי הכנסת"
תמר,אברמוביץ,תמר אברמוביץ,"שדלן/ית (פוליסי בע""מ), מייצג/ת את סלקום ופרטנר",3,2016-12-04,מייצג/ת את סלקום ופרטנר,"שדלן/ית (פוליסי בע""מ)","תמר אברמוביץ - שדלן/ית (פוליסי בע""מ), מייצג/ת את סלקום ופרטנר"
נועה,גונן,נועה גונן,"שדלן/ית (גורן עמיר יועצים בע""מ), מייצג/ת את הוט",3,2016-12-04,מייצג/ת את הוט,"שדלן/ית (גורן עמיר יועצים בע""מ)","נועה גונן - שדלן/ית (גורן עמיר יועצים בע""מ), מייצג/ת את הוט"
רן,ברק,רן ברק,שדלן/ית,3,2016-12-04,,,רן ברק - שדלן/ית
שלמה,פילבר,שלמה פילבר,"מנכ""ל, משרד התקשורת",3,2016-12-06,משרד התקשורת,"מנכ""ל","שלמה פילבר - מנכ""ל, משרד התקשורת"
יעל,מלם יפה,יעל מלם יפה,"ממונה ייעוץ משפטי מנהלי, משרד התקשורת",3,2016-12-06,משרד התקשורת,ממונה ייעוץ משפטי מנהלי,"יעל מלם יפה - ממונה ייעוץ משפטי מנהלי, משרד התקשורת"
ברוריה,מנדלסון,ברוריה מנדלסון,"סגנית היועמ""ש, משרד התקשורת",3,2016-12-06,משרד התקשורת,"סגנית היועמ""ש","ברוריה מנדלסון - סגנית היועמ""ש, משרד התקשורת"
עדי,קופלוביץ,עדי קופלוביץ,"מנהל תחום בכיר רגולציה ומחקר בינלאומי, משרד התקשורת",3,2016-12-06,משרד התקשורת,מנהל תחום בכיר רגולציה ומחקר בינלאומי,"עדי קופלוביץ - מנהל תחום בכיר רגולציה ומחקר בינלאומי, משרד התקשורת"
אלידור,בליטנר,אלידור בליטנר,"עוזרת ראשית ייעוץ וחקיקה, משרד המשפטים",3,2016-12-06,משרד המשפטים,עוזרת ראשית ייעוץ וחקיקה,"אלידור בליטנר - עוזרת ראשית ייעוץ וחקיקה, משרד המשפטים"
אסף,וסרצוג,אסף וסרצוג,"רכז תקשורת ותיירות באגף תקציבים, משרד האוצר",3,2016-12-06,משרד האוצר,רכז תקשורת ותיירות באגף תקציבים,"אסף וסרצוג - רכז תקשורת ותיירות באגף תקציבים, משרד האוצר"
ברוך,לוברט,ברוך לוברט,"סגן בכיר ליועמ""ש, משרד האוצר",3,2016-12-06,משרד האוצר,"סגן בכיר ליועמ""ש","ברוך לוברט - סגן בכיר ליועמ""ש, משרד האוצר"
אסתי,פלדמן,אסתי פלדמן,"עו''ד בלשכה המשפטית, משרד האוצר",3,2016-12-06,משרד האוצר,עו''ד בלשכה המשפטית,"אסתי פלדמן - עו''ד בלשכה המשפטית, משרד האוצר"
רותם,הורוביץ,רותם הורוביץ,"כלכלנית, רשות ההגבלים העסקיים",3,2016-12-06,רשות ההגבלים העסקיים,כלכלנית,"רותם הורוביץ - כלכלנית, רשות ההגבלים העסקיים"
עמנואל,ברכפלד,עמנואל ברכפלד,"עו""ד, רשות ההגבלים העסקיים",3,2016-12-06,רשות ההגבלים העסקיים,"עו""ד","עמנואל ברכפלד - עו""ד, רשות ההגבלים העסקיים"
איילת,כהן מעגן,איילת כהן מעגן,"עו""ד, חברת בזק",3,2016-12-06,חברת בזק,"עו""ד","איילת כהן מעגן - עו""ד, חברת בזק"
שרון,פליישר בן יהודה,שרון פליישר בן יהודה,"סמנכ""ל רגולציה, חברת בזק",3,2016-12-06,חברת בזק,"סמנכ""ל רגולציה","שרון פליישר בן יהודה - סמנכ""ל רגולציה, חברת בזק"
שלמה,כפיר,שלמה כפיר,"יו""ר ארגון עובדי בזק, ההסתדרות הכללית החדשה",3,2016-12-06,ההסתדרות הכללית החדשה,"יו""ר ארגון עובדי בזק","שלמה כפיר - יו""ר ארגון עובדי בזק, ההסתדרות הכללית החדשה"
גיל,משעניה,גיל משעניה,"עוזר ליו""ר הדירקטוריון, חברת החשמל",3,2016-12-06,חברת החשמל,"עוזר ליו""ר הדירקטוריון","גיל משעניה - עוזר ליו""ר הדירקטוריון, חברת החשמל"
נאוה,טרינצ'ר,נאוה טרינצ'ר,"מנהלת אגף תקשורת רחבת פס, חברת החשמל",3,2016-12-06,חברת החשמל,מנהלת אגף תקשורת רחבת פס,"נאוה טרינצ'ר - מנהלת אגף תקשורת רחבת פס, חברת החשמל"
מיכל,פליישר,מיכל פליישר,"סמנכ""לית רגולציה, HOT",3,2016-12-06,HOT,"סמנכ""לית רגולציה","מיכל פליישר - סמנכ""לית רגולציה, HOT"
יהב,דרורי,יהב דרורי,"מנהל אגף רגולציה, חברת פרטנר תקשורת",3,2016-12-06,חברת פרטנר תקשורת,מנהל אגף רגולציה,"יהב דרורי - מנהל אגף רגולציה, חברת פרטנר תקשורת"
דורון,כהן,דורון כהן,"יו""ר דירקטוריון, חברת איי.ב.סי",3,2016-12-06,חברת איי.ב.סי,"יו""ר דירקטוריון","דורון כהן - יו""ר דירקטוריון, חברת איי.ב.סי"
מרדכי,אמיתי,מרדכי אמיתי,"מנכ""ל, הפדרציה הישראלית לתקליטים והקלטות",3,2016-12-06,הפדרציה הישראלית לתקליטים והקלטות,"מנכ""ל","מרדכי אמיתי - מנכ""ל, הפדרציה הישראלית לתקליטים והקלטות"
חגי,נצר,חגי נצר,"עו""ד, רשת דיסקברי",3,2016-12-06,רשת דיסקברי,"עו""ד","חגי נצר - עו""ד, רשת דיסקברי"
ניר,יוגב,ניר יוגב,"מנהל רגולציה, חברת סלקום",3,2016-12-06,חברת סלקום,מנהל רגולציה,"ניר יוגב - מנהל רגולציה, חברת סלקום"
תמר,אברמוביץ,תמר אברמוביץ,"שדלן/ית (פוליסי בע""מ), מייצג/ת את סלקום, פרטנר",3,2016-12-06,"מייצג/ת את סלקום, פרטנר","שדלן/ית (פוליסי בע""מ)","תמר אברמוביץ - שדלן/ית (פוליסי בע""מ), מייצג/ת את סלקום, פרטנר"
גילי,ברנר,גילי ברנר,"שדלן/ית (קונטקטי בע""מ), מייצג/ת את סלקום (לקוחות קבועים נוספים שנושא הישיבה נוגע אליהם באופן ישיר: הפדרציה הישראלית לתקליטים וקלטות בע""מ, ערוץ 20)",3,2016-12-06,"מייצג/ת את סלקום (לקוחות קבועים נוספים שנושא הישיבה נוגע אליהם באופן ישיר: הפדרציה הישראלית לתקליטים וקלטות בע""מ, ערוץ 20)","שדלן/ית (קונטקטי בע""מ)","גילי ברנר - שדלן/ית (קונטקטי בע""מ), מייצג/ת את סלקום (לקוחות קבועים נוספים שנושא הישיבה נוגע אליהם באופן ישיר: הפדרציה הישראלית לתקליטים וקלטות בע""מ, ערוץ 20)"
תמר,ארז,תמר ארז,"ראש ענף רגולציה, משרד התקשורת",3,2016-12-07,משרד התקשורת,ראש ענף רגולציה,"תמר ארז - ראש ענף רגולציה, משרד התקשורת"
הרן,לבאות,הרן לבאות,"סמנכל כלכלה, משרד התקשורת",3,2016-12-07,משרד התקשורת,סמנכל כלכלה,"הרן לבאות - סמנכל כלכלה, משרד התקשורת"
שי,באבד,שי באבד,"מנכ""ל משרד האוצר, משרד האוצר",3,2016-12-07,משרד האוצר,"מנכ""ל משרד האוצר","שי באבד - מנכ""ל משרד האוצר, משרד האוצר"
אמיר,לוי,אמיר לוי,"הממונה על אגף תקציבים, משרד האוצר",3,2016-12-07,משרד האוצר,הממונה על אגף תקציבים,"אמיר לוי - הממונה על אגף תקציבים, משרד האוצר"
אסף,וסרצוג,אסף וסרצוג,"רכז תקשורת ותיירות באגף תקציבים, משרד האוצר",3,2016-12-07,משרד האוצר,רכז תקשורת ותיירות באגף תקציבים,"אסף וסרצוג - רכז תקשורת ותיירות באגף תקציבים, משרד האוצר"
ברוך,לוברט,ברוך לוברט,"סגן בכיר ליועץ המשפטי, משרד האוצר",3,2016-12-07,משרד האוצר,סגן בכיר ליועץ המשפטי,"ברוך לוברט - סגן בכיר ליועץ המשפטי, משרד האוצר"
אסתי,פלדמן,אסתי פלדמן,"עו''ד בלשכה המשפטית, משרד האוצר",3,2016-12-07,משרד האוצר,עו''ד בלשכה המשפטית,"אסתי פלדמן - עו''ד בלשכה המשפטית, משרד האוצר"
אלידור,בליטנר,אלידור בליטנר,"עוזרת ראשית ייעוץ וחקיקה, משרד המשפטים",3,2016-12-07,משרד המשפטים,עוזרת ראשית ייעוץ וחקיקה,"אלידור בליטנר - עוזרת ראשית ייעוץ וחקיקה, משרד המשפטים"
רותם,הורוביץ,רותם הורוביץ,"כלכלנית, רשות ההגבלים העסקיים",3,2016-12-07,רשות ההגבלים העסקיים,כלכלנית,"רותם הורוביץ - כלכלנית, רשות ההגבלים העסקיים"
יפעת,בן חי שגב,יפעת בן חי שגב,"יו""ר, המועצה לשידורי כבלים ולשידורי לוויין",3,2016-12-07,המועצה לשידורי כבלים ולשידורי לוויין,"יו""ר","יפעת בן חי שגב - יו""ר, המועצה לשידורי כבלים ולשידורי לוויין"
איתמר,חרמון,איתמר חרמון,"עו""ד, המועצה לשידורי כבלים ולשידורי לוויין",3,2016-12-07,המועצה לשידורי כבלים ולשידורי לוויין,"עו""ד","איתמר חרמון - עו""ד, המועצה לשידורי כבלים ולשידורי לוויין"
יורם,מוקדי,יורם מוקדי,"סמנכל תוכן, חברת הוט",3,2016-12-07,חברת הוט,סמנכל תוכן,"יורם מוקדי - סמנכל תוכן, חברת הוט"
אלעד,רונן,אלעד רונן,"יעוץ, חברת יס",3,2016-12-07,חברת יס,יעוץ,"אלעד רונן - יעוץ, חברת יס"
מיכל,רפאלי כדורי,מיכל רפאלי כדורי,"סמנכלית רגולציה, חברת יס",3,2016-12-07,חברת יס,סמנכלית רגולציה,"מיכל רפאלי כדורי - סמנכלית רגולציה, חברת יס"
יהב,דרורי,יהב דרורי,"מנהל אגף רגולציה, פרטנר תקשורת",3,2016-12-07,פרטנר תקשורת,מנהל אגף רגולציה,"יהב דרורי - מנהל אגף רגולציה, פרטנר תקשורת"
