first_name,last_name,full_name,position,committee,date,work_place,role,raw_line 
נתנאל,היימן,נתנאל היימן,"מנהל אנרגיה ותשתיות, התאחדות התעשיינים",5,2016-12-28,התאחדות התעשיינים,מנהל אנרגיה ותשתיות,"נתנאל היימן - מנהל אנרגיה ותשתיות, התאחדות התעשיינים"
דניאל,מיכה עברי,דניאל מיכה עברי,סגן ראש המועצה האזורית משגב,5,2016-12-28,,,דניאל מיכה עברי - סגן ראש המועצה האזורית משגב
מיכל,אברהם,מיכל אברהם,"עו""ד, יעוץ וחקיקה, משרד המשפטים",5,2017-01-17,"יעוץ וחקיקה, משרד המשפטים","עו""ד","מיכל אברהם - עו""ד, יעוץ וחקיקה, משרד המשפטים"
טניה,ברסקי,טניה ברסקי,"ממונה על מערך האודיט, משרד המשפטים",5,2017-01-17,משרד המשפטים,ממונה על מערך האודיט,"טניה ברסקי - ממונה על מערך האודיט, משרד המשפטים"
מיכאל,כהן,מיכאל כהן,"יועץ, משרד הפנים",5,2017-01-17,משרד הפנים,יועץ,"מיכאל כהן - יועץ, משרד הפנים"
אלי,לוי,אלי לוי,"מרשם ומעמד, משרד הפנים",5,2017-01-17,משרד הפנים,מרשם ומעמד,"אלי לוי - מרשם ומעמד, משרד הפנים"
הדר,מרחב,הדר מרחב,"מנהלת תחום רכש ותפעול, משרד הפנים",5,2017-01-17,משרד הפנים,מנהלת תחום רכש ותפעול,"הדר מרחב - מנהלת תחום רכש ותפעול, משרד הפנים"
איתן,אדלר,איתן אדלר,"יועץ ביומטרי, משרד הפנים",5,2017-01-17,משרד הפנים,יועץ ביומטרי,"איתן אדלר - יועץ ביומטרי, משרד הפנים"
עירית,ויסבלום,עירית ויסבלום,"לשכה משפטית, משרד הפנים",5,2017-01-17,משרד הפנים,לשכה משפטית,"עירית ויסבלום - לשכה משפטית, משרד הפנים"
מרב,אברמס,מרב אברמס,"מנהלת אגף, משרד הפנים",5,2017-01-17,משרד הפנים,מנהלת אגף,"מרב אברמס - מנהלת אגף, משרד הפנים"
ברוך,דדון,ברוך דדון,"פרויקטור, משרד הפנים",5,2017-01-17,משרד הפנים,פרויקטור,"ברוך דדון - פרויקטור, משרד הפנים"
עידו,תלמי,עידו תלמי,"מנהל אבטחת מידע, משרד הפנים",5,2017-01-17,משרד הפנים,מנהל אבטחת מידע,"עידו תלמי - מנהל אבטחת מידע, משרד הפנים"
יורם,אורן,יורם אורן,"יועץ, משרד הפנים",5,2017-01-17,משרד הפנים,יועץ,"יורם אורן - יועץ, משרד הפנים"
אבי,חליבה,אבי חליבה,הגורם המתאם מטעם שר הפנים בין שתי הרשויות,5,2017-01-17,,,אבי חליבה - הגורם המתאם מטעם שר הפנים בין שתי הרשויות
קרן,בהרט,קרן בהרט,"עוד לשכה משפטית, משרד הפנים",5,2017-01-17,משרד הפנים,עוד לשכה משפטית,"קרן בהרט - עוד לשכה משפטית, משרד הפנים"
מרגלית,לוי,מרגלית לוי,"עוד לשכה מפשטית, משרד הפנים",5,2017-01-17,משרד הפנים,עוד לשכה מפשטית,"מרגלית לוי - עוד לשכה מפשטית, משרד הפנים"
אריה,פרידמן,אריה פרידמן,"רשות האוכלוסין וההגירה, משרד הפנים",5,2017-01-17,משרד הפנים,רשות האוכלוסין וההגירה,"אריה פרידמן - רשות האוכלוסין וההגירה, משרד הפנים"
אלון,אופיר,אלון אופיר,"יועץ אבטחת מידע למטה הלאומי ליישומים ביו, משרד ראש הממשלה",5,2017-01-17,משרד ראש הממשלה,יועץ אבטחת מידע למטה הלאומי ליישומים ביו,"אלון אופיר - יועץ אבטחת מידע למטה הלאומי ליישומים ביו, משרד ראש הממשלה"
עמי,אליסף,עמי אליסף,"הלאומי ליישומים ביומטריים, משרד ראש הממשלה",5,2017-01-17,משרד ראש הממשלה,הלאומי ליישומים ביומטריים,"עמי אליסף - הלאומי ליישומים ביומטריים, משרד ראש הממשלה"
רועי,פרידמן,רועי פרידמן,"מ""מ הממונה על היישומים הביומטריים, משרד ראש הממשלה",5,2017-01-17,משרד ראש הממשלה,"מ""מ הממונה על היישומים הביומטריים","רועי פרידמן - מ""מ הממונה על היישומים הביומטריים, משרד ראש הממשלה"
רועי,ברית,רועי ברית,"עו""ד, משרד ראש הממשלה",5,2017-01-17,משרד ראש הממשלה,"עו""ד","רועי ברית - עו""ד, משרד ראש הממשלה"
יואב,זקס,יואב זקס,"רח""ט טכנולוגיות בלוט""ר, משרד ראש הממשלה",5,2017-01-17,משרד ראש הממשלה,"רח""ט טכנולוגיות בלוט""ר","יואב זקס - רח""ט טכנולוגיות בלוט""ר, משרד ראש הממשלה"
גדעון,קונפינו,גדעון קונפינו,"ר' יה""ב, משרד ראש הממשלה",5,2017-01-17,משרד ראש הממשלה,"ר' יה""ב","גדעון קונפינו - ר' יה""ב, משרד ראש הממשלה"
ספי,בירומי,ספי בירומי,"עורכת דין, משרד האוצר",5,2017-01-17,משרד האוצר,עורכת דין,"ספי בירומי - עורכת דין, משרד האוצר"
שקד,כסלו,שקד כסלו,"הלשכה המשפטית, משרד האוצר",5,2017-01-17,משרד האוצר,הלשכה המשפטית,"שקד כסלו - הלשכה המשפטית, משרד האוצר"
עופר,אורעד,עופר אורעד,"מנהל תחום פיקוח ארצי רשות המיסים, משרד האוצר",5,2017-01-17,משרד האוצר,מנהל תחום פיקוח ארצי רשות המיסים,"עופר אורעד - מנהל תחום פיקוח ארצי רשות המיסים, משרד האוצר"
מיכל,שרון,מיכל שרון,"מנהל תחום בכיר שירות ישיר ברשות המיסים, משרד האוצר",5,2017-01-17,משרד האוצר,מנהל תחום בכיר שירות ישיר ברשות המיסים,"מיכל שרון - מנהל תחום בכיר שירות ישיר ברשות המיסים, משרד האוצר"
יוסי,קאליפא,יוסי קאליפא,"מנהל תחום מדעי החיים, משרד המדע, הטכנולוגיה והחלל",5,2017-01-17,"משרד המדע, הטכנולוגיה והחלל",מנהל תחום מדעי החיים,"יוסי קאליפא - מנהל תחום מדעי החיים, משרד המדע, הטכנולוגיה והחלל"
בר,לוי,בר לוי,"ע' יועמ""ש בט""פ, המשרד לבטחון פנים",5,2017-01-17,המשרד לבטחון פנים,"ע' יועמ""ש בט""פ","בר לוי - ע' יועמ""ש בט""פ, המשרד לבטחון פנים"
דימיטרי,חינבלאום,דימיטרי חינבלאום,"קמ""ד חקירות, המשרד לבטחון פנים",5,2017-01-17,המשרד לבטחון פנים,"קמ""ד חקירות","דימיטרי חינבלאום - קמ""ד חקירות, המשרד לבטחון פנים"
דוד,אטיאס,דוד אטיאס,"ר' מעבדת ט.א, המשרד לבטחון פנים",5,2017-01-17,המשרד לבטחון פנים,ר' מעבדת ט.א,"דוד אטיאס - ר' מעבדת ט.א, המשרד לבטחון פנים"
מאיר,ברקוביץ,מאיר ברקוביץ,"רמ""ח נוער, המשרד לבטחון פנים",5,2017-01-17,המשרד לבטחון פנים,"רמ""ח נוער","מאיר ברקוביץ - רמ""ח נוער, המשרד לבטחון פנים"
שבתאי,גרברציק,שבתאי גרברציק,"דובר למגזר דתי חרדי, המשרד לבטחון פנים",5,2017-01-17,המשרד לבטחון פנים,דובר למגזר דתי חרדי,"שבתאי גרברציק - דובר למגזר דתי חרדי, המשרד לבטחון פנים"
אלעזר,כהנא,אלעזר כהנא,"משנה ליועמ""ש, המשרד לבטחון פנים",5,2017-01-17,המשרד לבטחון פנים,"משנה ליועמ""ש","אלעזר כהנא - משנה ליועמ""ש, המשרד לבטחון פנים"
נטע,לב טוב,נטע לב טוב,"ר' מעבדה לראייה דיגיטלית, המשרד לבטחון פנים",5,2017-01-17,המשרד לבטחון פנים,ר' מעבדה לראייה דיגיטלית,"נטע לב טוב - ר' מעבדה לראייה דיגיטלית, המשרד לבטחון פנים"
דניאל,רבינא,דניאל רבינא,"בריאות דיגיטאלית, משרד הבריאות",5,2017-01-17,משרד הבריאות,בריאות דיגיטאלית,"דניאל רבינא - בריאות דיגיטאלית, משרד הבריאות"
יואב,אוקנין,יואב אוקנין,"רע""ן זו""ק מרבצ""ר, משרד הביטחון",5,2017-01-17,משרד הביטחון,"רע""ן זו""ק מרבצ""ר","יואב אוקנין - רע""ן זו""ק מרבצ""ר, משרד הביטחון"
גילי,בסמן ריינגולד,גילי בסמן ריינגולד,"היועצת המשפטית, הרשות למשפט, טכנולוגיה ומידע",5,2017-01-17,"הרשות למשפט, טכנולוגיה ומידע",היועצת המשפטית,"גילי בסמן ריינגולד - היועצת המשפטית, הרשות למשפט, טכנולוגיה ומידע"
יעל,קליימן,יעל קליימן,"מנהלת פרויקט הביומטרי, לשכה מרכזית לסטטיסטיקה",5,2017-01-17,לשכה מרכזית לסטטיסטיקה,מנהלת פרויקט הביומטרי,"יעל קליימן - מנהלת פרויקט הביומטרי, לשכה מרכזית לסטטיסטיקה"
יעל,פיינשטיין,יעל פיינשטיין,"ראש תחום, לשכה מרכזית לסטטיסטיקה",5,2017-01-17,לשכה מרכזית לסטטיסטיקה,ראש תחום,"יעל פיינשטיין - ראש תחום, לשכה מרכזית לסטטיסטיקה"
אלי,ביהם,אלי ביהם,"פרופ, התנועה לאיכות השלטון",5,2017-01-17,התנועה לאיכות השלטון,פרופ,"אלי ביהם - פרופ, התנועה לאיכות השלטון"
דן,חי,דן חי,"יו""ר פורום הגנת הפרטיות, לשכת עורכי הדין",5,2017-01-17,לשכת עורכי הדין,"יו""ר פורום הגנת הפרטיות","דן חי - יו""ר פורום הגנת הפרטיות, לשכת עורכי הדין"
דוד,דהאן,דוד דהאן,"יור ודובר, הארגונים החברתים בכנסת",5,2017-01-17,הארגונים החברתים בכנסת,יור ודובר,"דוד דהאן - יור ודובר, הארגונים החברתים בכנסת"
אורית,פודמסקי,אורית פודמסקי,"יו""ר המועצה, המועצה להגנת הפרטיות",5,2017-01-17,המועצה להגנת הפרטיות,"יו""ר המועצה","אורית פודמסקי - יו""ר המועצה, המועצה להגנת הפרטיות"
אבנר,פינצ'וק,אבנר פינצ'וק,"ראש צוות זכויות אזרחיות, האגודה לזכויות האזרח בישראל",5,2017-01-17,האגודה לזכויות האזרח בישראל,ראש צוות זכויות אזרחיות,"אבנר פינצ'וק - ראש צוות זכויות אזרחיות, האגודה לזכויות האזרח בישראל"
דורון,שקמוני,דורון שקמוני,מומחה סייבר ואינטרנט,5,2017-01-17,,,דורון שקמוני - מומחה סייבר ואינטרנט
יונתן,קלינגר,יונתן קלינגר,התנועה לזכויות דיגיטליות,5,2017-01-17,,,יונתן קלינגר - התנועה לזכויות דיגיטליות
דורון,נגרין,דורון נגרין,"לשכה משפטית, משרד הפנים",5,2017-01-09,משרד הפנים,לשכה משפטית,"דורון נגרין - לשכה משפטית, משרד הפנים"
רון,אלמוג,רון אלמוג,"יועמ""ש, המפקח על הבחירות, משרד הפנים",5,2017-01-09,"המפקח על הבחירות, משרד הפנים","יועמ""ש","רון אלמוג - יועמ""ש, המפקח על הבחירות, משרד הפנים"
פנחס,יוסף ברון,פנחס יוסף ברון,"ממונה מחוז צפון, משרד הפנים",5,2017-01-09,משרד הפנים,ממונה מחוז צפון,"פנחס יוסף ברון - ממונה מחוז צפון, משרד הפנים"
ירון,שלמה,ירון שלמה,"ראש ענף רישום וניהול, המשרד לביטחון הפנים",5,2017-01-09,המשרד לביטחון הפנים,ראש ענף רישום וניהול,"ירון שלמה - ראש ענף רישום וניהול, המשרד לביטחון הפנים"
